"n","muPredicted"
1,0.0922454654346703
0,0.0689311074787632
0,0.0922454654346703
0,0.0180650616432116
0,0.0999069259844124
0,0.0669728545799034
0,0.0967790611809267
0,0.0486678108738405
0,0.0483529949252045
0,0.0868979102146878
0,0.0503070061013655
0,0.0922454654346703
0,0.0639140659117751
0,0.0716647856020914
0,0.0342597691001707
0,0.0967863052167575
0,0.043025162839132
0,0.042086447904143
0,0.0567235540551296
0,0.00764715547774652
0,0.0143230765424633
0,0.00714270666642117
0,0.0120272593410571
0,0.00639592329932573
0,0.0375661585938102
0,0.0334965343934648
0,0.0240927690483935
0,0.0375662067964091
0,0.00105217234749463
0,0.00613326611368973
0,0.0227113949491481
0,0.0967790611809267
0,0.0609929033748366
0,0.0640857936812636
0,0.0861604426410204
0,0.0371010372893625
0,0.0371396452809489
1,0.0134151974305566
0,0.0888506722419842
0,0.0785986715986783
0,0.0320742903017132
0,0.0386420184058361
0,0.0154595239062099
0,0.0898270532556324
0,0.0409669043450706
0,0.0776384265061158
0,0.00057121396131844
0,0.0811657774047836
0,0.0888506722419842
0,0.0683947638576282
0,0.0408504286986043
0,0.0318078456520617
0,0.141309796212187
0,0.0401577703755015
0,0.03972127287142
0,0.0570369438565392
0,0.0576637234593583
0,0.0318224963977944
1,0.0741078763523893
0,0.0922454654346703
0,0.034653646986652
0,0.0654175279144279
0,0.013248698262889
0,0.0967790611809267
0,0.0919202596614427
0,0.0970442092937512
0,0.0698285018618199
0,0.0582677218097746
0,0.0839361460495609
0,0.019162074204396
0,0.0654003404517548
0,0.0175172281470988
0,0.0467673038510267
0,0.0516222910585723
0,0.0148476790877204
0,0.0742792905618977
0,0.0220653414979793
0,0.0404427334700976
0,0.103070978305564
0,0.0744615888487063
0,0.00309782359023408
0,0.0125220689321364
0,0.0139076935553026
0,0.0262963447574864
0,0.105446219930271
0,0.0309854816922148
0,0.0241467724976524
0,0.0922454654346703
0,0.01571686146936
0,0.0137684281526704
0,0.0298960040447124
0,0.0313689497238318
0,0.0648715774457656
1,0.0675675175599164
0,0.0371433266061973
0,0.0327476172291337
0,0.037982095096441
0,0.03116480138282
0,0.114700667315897
0,0.0836051860153099
0,0.0811657774047836
0,0.00126040827576431
0,0.0823753432874715
0,0.10006719691902
0,0.0811657774047836
0,0.000255096666657899
0,0.0479215431619741
0,0.111235608749436
0,0.0407047543888701
0,0.0804892223168878
0,0.0956478498392119
0,0.0369366963996322
0,0.0047636489961355
0,0.0124867624257396
0,0.0694976986270768
0,0.0491244006733858
0,0.135909421834651
0,0.0245152296161038
0,0.100726991126012
0,0.012363025083062
0,0.0228570032958144
0,0.0906426347257046
0,0.104960958967179
0,0.077879368358779
0,0.0381226479978727
0,0.024068851790621
0,0.00736520643246245
0,0.0825691078402847
0,0.0329400051026967
0,0.164711418514842
0,0.0229414664332395
0,0.0500529426916095
0,0.0401577703755015
0,0.0492144302153246
0,0.0670813267894043
0,0.0624018052082408
0,0.0334461837648818
0,0.00736520643246245
0,0.00714270666642117
0,0.0123396930398731
0,0.036000948179892
0,0.024068851790621
0,0.0505000673399076
0,0.0732285760236133
0,0.0284334489427713
0,0.0500335984595102
0,0.0241993607136127
0,0.0297233079442594
0,0.0521015978505655
0,0.0770892276998992
0,0.0542164356438532
0,0.0163858598813651
0,0.0498130748464704
0,0.0454115134033218
0,0.0316138578756203
0,0.0746028900783126
0,0.0356724702217642
0,0.0275345108491229
0,0.0956349830585048
0,0.0289499457371832
0,0.0120685173775157
0,0.0242516249965758
0,0.0307641780500673
0,0.0505393739540784
0,0.0855554157848088
0,0.0404835328976262
0,0.0244753000146272
0,0.0707876234894929
0,0.0416167635620241
0,0.0721202866882523
0,0.101277411842548
0,0.0675819774784479
0,0.0135187304178697
0,0.0576634089587292
0,0.0372441133320533
0,0.0433854367561997
0,0.0519323498507608
0,0.0147837382638688
0,0.0566981014470243
0,0.0471551537530953
0,0.01571686146936
0,0.0822222806801474
0,0.0348440516404248
0,0.0500335984595102
0,0.0221951575209252
0,0.0271826740221343
0,0.0872459134765527
0,0.0242583705353524
0,0.0379539498719378
0,0.0585828608188907
0,0.0382320765063357
0,0.0151362018822157
0,0.0122836235864742
0,0.0293627020405026
0,0.041597225712255
0,0.0448127853197597
0,0.0295663717153361
0,0.0156218704039914
0,0.037773706431345
0,0.0383372345295793
0,0.0358192611820294
0,0.0400147225601583
0,0.0517093172325767
0,0.042086447904143
0,0.0450564722985648
0,0.0293129275605061
0,0.0156218704039914
0,0.0154881723976201
0,0.0329555615581561
0,0.042086447904143
0,0.0114939208590506
1,0.0184700516749011
0,0.045399168490192
0,0.0311824912549488
0,0.0335172131670005
0,0.0712255925859977
0,0.0146194745053814
0,0.0033207654005578
0,0.0888506722419842
0,0.0482396453736236
0,0.0262968890677349
0,0.0382197651010453
0,0.0796134264708123
0,0.0388800516004794
0,0.0221951575209252
0,0.0406522935194992
0,0.0371396452809489
0,0.0373048891426007
0,0.0423021978549613
0,0.0139339757592453
0,0.0781161911742761
0,0.0940824798316153
0,0.100280646801579
0,0.076627804606268
0,0.0702657639567985
0,0.0922454654346703
0,0.00346994679840673
0,0.0169329871292958
0,0.0407047543888701
0,0.0138619260202014
0,0.0149480020223562
0,0.0526517667672598
0,0.0150856467218946
0,0.0416106250699784
0,0.0500335984595102
0,0.111235608749436
0,0.0466696460254927
0,0.063070620512543
1,0.0970442092937512
0,0.00114242792263688
0,0.0464540876265469
0,0.00503737295820324
0,0.0248699260950671
0,0.00539624377590643
0,0.0738733927992644
0,0.0373048891426007
0,0.0611110112748634
0,0.0456596637497881
0,0.0487668546126796
0,0.0497348760417536
0,0.0494863331446911
0,0.0246660742418289
0,0.0381202965555537
0,0.00760374881239275
0,0.0510863672385404
0,0.0380196429083322
0,0.0376063859201981
0,0.00464143260882641
1,0.0751112758755552
0,0.00518869593837157
0,0.114073887713078
0,0.0759806070692866
0,0.0132349426663831
0,0.0421047768457081
0,0.139312032223117
0,0.0638743704865019
0,0.0867285425046788
0,0.0769414085224722
0,0.0606659766364528
0,0.0198975399993161
0,0.0576434210256841
0,0.0635906314795131
1,0.0898270532556324
0,0.0968066238034001
0,0.0271091030518712
0,0.0665293257416259
0,0.0432165928865101
0,0.00476011634432033
0,0.0922454654346703
1,0.0830482973735323
0,0.0169460141857804
0,0.0419968891541283
0,0.0756044967101703
0,0.0467841839599835
0,0.093466209311883
0,0.015807535414964
0,0.0182696450487357
0,0.0404414488150865
0,0.17641222966617
0,0.0974244668267985
0,0.0576637234593583
0,0.0228879195671116
0,0.056388275756057
0,0.00747172215125506
0,0.0388532418706759
0,0.0373425941622655
0,0.0516615565796226
0,0.050030139003424
0,0.0489239813236815
0,0.101543625419411
0,0.0930669876013843
0,0.0883624817351601
0,0.0373048891426007
0,0.0705823794995241
0,0.0262129689829687
0,0.0616021596786817
0,0.0510611791992399
0,0.00611096505714154
0,0.0829398927578936
1,0.0541347130873389
0,0.0456966840239401
0,0.0117592641501561
0,0.00420868938997854
0,0.0906426347257046
0,0.0371396452809489
0,0.0371396452809489
0,0.0315669185241538
1,0.0513643160761488
0,0.0502744668014154
0,0.0776175466985635
0,0.054999146836815
0,0.0479645688076851
0,0.0103297113493722
0,0.0445013518001569
0,0.0831135281968733
0,0.0134415285882638
0,0.0454574119985257
0,0.0889090324222075
0,0.0448112748746877
0,0.0366361172067215
0,0.0504479938453634
0,0.0209220887852799
0,0.103864699701522
0,0.00952023268864066
0,0.0784020665263461
1,0.0633001260838662
0,0.037508740995839
0,0.0436875905703343
0,0.0479549493714405
0,0.088479678673087
0,0.0194546817696125
0,0.0379812542688799
0,0.0404835328976262
0,0.00799031572680514
0,0.0451633630568556
0,0.0373998054152142
0,0.0200124327511373
0,0.0255092636877939
0,0.0413897259502364
0,0.0297912793571702
0,0.0371010372893625
0,0.0140810163192458
0,0.0560967744523105
0,0.0499122101403276
0,0.0560997081228213
0,0.0304423321974991
0,0.00538477798980346
0,0.0164843222219339
0,0.0110434699188232
0,0.0385280002620303
0,0.0549354665656411
0,0.0383372345295793
0,0.0316325543433598
0,0.0562952543254747
0,0.0859250315955531
0,0.0994305423091713
0,0.0138805496257189
1,0.0891858458945153
0,0.0240947492671732
0,0.0282779046541092
0,0.0354705672726022
0,0.0471824992785201
0,0.0940097229703061
0,0.0140332056171448
0,0.0279736990620695
0,0.00233383419690166
0,0.00955894434718314
0,0.0526239813184967
0,0.0711863785435397
0,0.0203173362629461
0,0.0124435227123343
0,0.040888639229179
0,0.0229190470564195
0,0.00714270666642117
0,0.0199064741352272
0,0.0264424857637104
0,0.0122453224145569
0,0.0131052214837451
0,0.0419489309226568
0,0.00875861407354941
0,0.0295370207290591
0,0.0189610427304873
0,0.0407047543888701
0,0.0326283515239722
0,0.0573463683033284
0,0.0371010372893625
0,0.0368603086601948
0,0.0306452810788157
0,0.0565953818640362
0,0.00741376900528407
0,0.0161136490423944
0,0.0243070299114086
0,0.00581133945097616
0,0.0508279909001382
0,0.0320945146357948
0,0.009581037102198
0,0.00764715547774652
0,0.0586547179405464
0,0.0370695203394107
0,0.0113737145058887
0,0.042086447904143
0,0.00509629633095638
0,0.0477124361345676
0,0.0670079847022587
0,0.0059995555934469
0,0.0146192532556016
0,0.0166155992567101
0,0.0161136490423944
0,0.0165419996334987
0,0.0470884398758735
0,0.0386420184058361
0,0.00639592329932573
0,0.0334461837648818
0,0.0182315593044576
0,0.0336447450172855
0,0.0140799369404349
0,0.0265764849174171
0,0.0373425941622655
0,0.0257472925400336
0,0.0167556095320076
0,0.0525033840487688
0,0.0368971854361242
0,0.0652531116005676
0,0.0938254238757912
0,0.0231336104373766
0,0.0907407524059022
0,0.00913703328475103
0,0.105735113683504
0,0.0758403319411125
0,0.0732560616816722
0,0.0696458801395446
0,0.0309921206070375
0,0.0228485584527376
0,0.143304977865067
0,0.0683534622521707
0,0.0369366963996322
0,0.0265764849174171
0,0.0265470250470385
0,0.0694271740065196
0,0.00588853598024331
0,0.0439256731108391
0,0.0211917069276136
0,0.00124528702520918
0,0.0459679732949156
0,0.01078476656182
0,0.0667520277002354
0,0.0752039235520637
0,0.0295370207290591
0,0.0595468163452751
0,0.00928286521765281
0,0.013928747477324
0,0.0742792905618977
0,0.0370791386798766
1,0.0240798713907307
0,0.0779410423706164
0,0.0416167635620241
0,0.0420757435074227
0,0.0848284654219482
0,0.07190620980793
0,0.0510656368993711
0,0.0432053356863909
0,0.0265288225887802
0,0.0836090498780412
0,0.105735113683504
0,0.0713481486333894
0,0.0335928615629579
0,0.060716095744768
0,0.0201141956291928
0,0.00538477798980346
0,0.0675561625982347
0,0.0432165928865101
0,0.0479760407540956
0,0.0262188187808452
0,0.0474488315150396
0,0.041371153833384
0,0.0011589048628193
0,0.0859250315955531
0,0.0684012084254245
0,0.0226322805158784
0,0.0817488849147189
0,0.0609237380943261
0,0.00612407741945304
1,0.173307629922552
0,0.0989735663515995
0,0.048051574350677
0,0.0123833647878755
0,0.101510091044567
0,0.0691721333893775
0,0.0229190470564195
0,0.0567235540551296
0,0.0624565034758567
0,0.0298877453209375
0,0.0943256364400603
0,0.00515135069435435
0,0.089430190677788
0,0.0807458443040086
0,0.0269303333565467
0,0.0894042988866658
0,0.0148476790877204
0,0.0232453578039046
0,0.00445160292480213
0,0.0307250310184071
0,0.0581448057031953
0,0.0409190100756421
0,0.0839558829836444
0,0.00554878938023131
0,0.082742307666768
0,0.0371010372893625
0,0.0328201483713591
0,0.10006719691902
0,0.0177420805622497
0,0.0547701831759389
0,0.0147480855642254
0,0.0497582360740575
0,0.0431743395587605
0,0.114700667315897
0,0.0496956146347043
0,0.0633422877801961
1,0.0871020868228895
0,0.0879184025344949
0,0.095334938567094
0,0.138159577825291
0,0.00819338086901412
0,0.0840717998893484
0,0.0970442092937512
0,0.0810396241327987
0,0.151210482571003
0,0.118142102651429
0,0.042299005587631
0,0.00659516029787251
0,0.0739641887539004
0,0.022703603332553
0,0.0136338919544568
0,0.0492144302153246
0,0.00955424292386656
0,0.105446219930271
0,0.0165419996334987
0,0.0467331046559415
0,0.0298361066834875
0,0.0304760043944192
0,0.00491714040418069
0,0.0541388971970469
0,0.0304760043944192
0,0.0951107036549116
0,0.0184700516749011
0,0.0324554744437204
0,0.0278137167076631
0,0.0393101922519685
0,0.00710167655269337
0,0.0380177575751662
0,0.0585828608188907
0,0.0326179281336307
0,0.0625030412702178
0,0.0579518484311882
0,0.0666009067008057
0,0.0335236048338611
0,0.030841016265845
0,0.081452221731675
0,0.00688760999976327
0,0.079561623779877
0,0.06035137357203
0,0.00600847930394369
0,0.108907549946972
0,0.067449803925845
0,0.0612282827454661
0,0.0467298734047761
0,0.0278616033740034
0,0.0173465733327371
0,0.0172060998249297
0,0.00764715547774652
0,0.0231695835127497
0,0.0535231879175431
0,0.00495052099809315
0,0.0336447450172855
0,0.0664386378988259
0,0.0300906504960506
0,0.0479272383206416
0,0.0193682087800728
0,0.0335236048338611
0,0.0236468149756376
0,0.0824347202359973
0,0.0883624817351601
0,0.0343395152888833
0,0.0161085014071034
0,0.0940824798316153
0,0.00659516029787251
0,0.0236574175066828
0,0.0482410201163873
0,0.0373998054152142
0,0.00600847930394369
0,0.0100570978145964
0,0.024766729575751
0,0.0661646493289698
0,0.0578253287487821
0,0.0320742903017132
0,0.0412400170407044
0,0.0248059196256207
0,0.0157825852124195
1,0.0390719399582461
0,0.0219506366174159
0,0.070051134512374
0,0.0750061433463292
0,0.0938521453040127
0,0.0752127718403962
0,0.0518689819016484
0,0.0460779262130208
0,0.0540311790501572
0,0.000502854890729819
0,0.0643425491839675
0,0.0785175068035656
0,0.0804892223168878
0,0.010138331749857
0,0.14369759424278
0,0.154810732156026
0,0.0629765753803075
0,0.0551655272711221
0,0.00655261074187257
0,0.00714270666642117
0,0.00764715547774652
0,0.0485274144458233
0,0.016594211394084
0,0.0751486103070489
0,0.00788536913877767
0,0.0281598738808699
0,0.0154595239062099
0,0.00876544825249546
0,0.0585828608188907
0,0.0220853808354953
0,0.0113737145058887
0,0.0383489721963108
0,0.0208629703121351
0,0.00586762828189439
0,0.0287295096904413
0,0.0148125025728297
0,0.02495318588782
0,0.0257686981153796
0,0.0737167665304374
0,0.0268348530072068
0,0.0326283515239722
0,0.0383372345295793
0,0.00211821971579545
0,0.0225215015017592
0,0.020329899058571
0,0.0190454053004049
0,0.0343002185849556
0,0.0486281579938612
0,0.0932982579286512
0,0.00737040702389698
0,0.0132013912008085
0,0.0710209358572594
0,0.0696459760620691
0,0.10006719691902
0,0.0261484543179506
0,0.0183669599993687
0,0.0388714259706574
0,0.02495318588782
0,0.0691765353157603
0,0.0161136490423944
0,0.0109245078253522
0,0.0180769948614013
0,0.0169329871292958
0,0.0253966703286826
0,0.017601669999395
0,0.0196261012600832
0,0.0450564722985648
0,0.0315085182724573
0,0.0922454654346703
0,0.0940824798316153
0,0.0705210852861234
0,0.0906426347257046
0,0.0483833848449668
0,0.0898270532556324
0,0.0776222905850301
0,0.0100073011470087
0,0.0861234071844029
0,0.0891308912448106
0,0.0329400051026967
0,0.100246132372066
0,0.0200138157394086
0,0.086367125344342
0,0.00225962435767516
0,0.0570079271379917
0,0.0393101922519685
0,0.0674182493397189
0,0.0423834138552272
0,0.00622176135616715
0,0.0476929004677714
0,0.0393849873355506
0,0.0434621136028951
0,0.0382342533397906
0,0.0779410423706164
0,0.0546030622785063
0,0.0371510629187404
0,0.0442929634986919
0,0.030659001784475
0,0.0910447447377973
0,0.0221275080689885
0,0.0919934286438652
0,0.0486186707214969
0,0.0371010372893625
0,0.0471348588533423
0,0.0932108371552931
1,0.0698285018618199
0,0.0724530250916405
0,0.0678050951801013
0,0.0407047543888701
0,0.0295663717153361
0,0.0287178310746138
0,0.0576637234593583
0,0.0385611956450665
0,0.0602678289552032
0,0.0464759067014892
0,0.0012754833332895
0,0.0513643160761488
0,0.0406636545778067
0,0.0578253287487821
0,0.0251323550485769
0,0.0989665429922729
0,0.0785046043751186
0,0.14212712873193
